rl,E_relaxed
3.2984209119,-11917.5475331683
3.46135364926,-11390.0329567629
4.28395514995,-9705.63031506317
4.94382666352,-10232.9565964028
4.26599172716,-9106.82334560433
4.50595848682,-7904.52920578334
3.19696936691,-13654.5414647747
3.12723964084,-11886.5737966864
3.50211667277,5515.65312326523
7.8290780381,-11067.2598176429
8.25045037715,-14341.7568850946
7.1193193256,-10153.1164733475
4.31780799915,-11423.8516481842
3.02364800771,509453829.476083
4.23612417583,-15093.6096978938
3.17000669581,-8533.49695696671
4.5564457166,-13146.1118314713
4.16186541767,-12068.8713578187
3.010194818,-11517.778864822
2.99940193506,-12368.3237747714
4.19950904781,-15155.6312634696
6.21286218977,-4130.96672030606
4.12594408453,-12444.9131136847
3.34922002933,-11283.0753240372
3.67059975085,-15114.0646936044
2.67029878585,-13050.4052199702
6.26705131502,-12615.9344288724
3.3218403788,-12469.0916277935
7.30854074158,-13780.0218251809
5.25249639574,-11546.1992080926
4.49375605605,-8766.91220976376
7.70393393247,-11008.988682022
4.6743568817,-14226.4197677975
3.49474879672,-9230.67616918609
4.00890675048,-11586.3595813248
7.84297817719,-9531.14622818771
4.18714046444,-9736.39815542132
4.12969926203,-11588.8065969461
5.87625723479,-7878.63806874749
4.05942806688,-10852.8302428516
4.04313658563,-15547.3860906476
3.4442309317,-15468.4480019405
3.93954016555,-12590.8417929495
4.40314668683,-11284.7138102619
8.24163231696,-13212.9846003927
2.86158891797,-12134.3931967445
4.12355081134,-16030.303036003
3.9257104102,-12415.6187063941
4.01183608949,-13311.2795064251
3.04266508417,-12423.8942331795
4.12840394115,-10160.4078845023
2.97980740039,-11881.6747047638
4.58215974969,-11467.2392001119
7.76818539111,-7563.73050836635
7.93116104894,-9289.39988802601
3.31004920623,-9871.16637985451
3.722616007,-12080.5389120142
3.05566261678,-10605.5499760776
3.44107682375,-12053.0661920535
5.30851550181,-11686.438499561
2.84369552482,9761317916.05239
3.95427290247,-13630.4827514045
4.0590948002,5003179366.01417
8.05939206102,-11741.4309287499
4.7063470564,-8848.80876406693
5.35263222421,-14641.8648328479
6.45117227647,-9588.58696034569
3.98825985993,-6378.02867427952
3.0206526501,-11411.5954898292
